Date,MINT,EMB,IAU,VCIT,MUB,SCHA,VEA,VYM,SCHH,VWO,FENY,VTIP,VGLT,ITE
2016-12-02,101.35,108.33,11.32,85.55,106.78,60.26,35.97,74.13,39.5,35.77,21.02,49.41,73.98,59.76
2016-12-05,101.33,108.79,11.26,85.64,106.72,61.17,36.25,74.49,39.81,36.01,21.2,49.43,73.84,59.73
2016-12-06,101.37,109.32,11.26,85.68,107.35,61.77,36.5,74.79,40.1,36.16,21.2,49.46,73.88,59.75
2016-12-07,101.33,109.96,11.29,85.89,108.16,62.35,36.98,75.81,40.87,36.7,21.32,49.47,74.38,59.87
2016-12-08,101.35,109.89,11.27,85.72,108.05,63.22,37.01,75.92,41.12,36.87,21.44,49.5,73.42,59.8
2016-12-09,101.35,109.43,11.16,85.6,107.91,63.28,37.12,76.43,41.04,36.7,21.52,49.44,72.68,59.66
2016-12-12,101.36,109.71,11.19,85.44,107.7,62.6,37.0,76.58,41.29,36.4,21.64,49.48,72.75,59.65
2016-12-13,101.34,110.05,11.16,85.45,107.78,62.64,37.39,77.06,41.3,36.77,21.9,49.45,73.04,59.64
2016-12-14,101.34,109.09,11.0,84.92,107.6,61.81,36.78,76.24,40.45,35.71,21.41,48.91,72.3,59.39
2016-12-15,101.36,108.89,10.86,84.74,107.24,62.19,36.72,76.63,40.24,35.87,21.49,48.79,72.57,59.31
2016-12-16,101.35,109.11,10.91,84.8,107.31,62.11,36.73,76.66,40.88,35.65,21.5,48.8,72.43,59.31
2016-12-19,101.39,109.6,10.97,85.13,107.55,62.1,36.7,76.91,40.75,35.41,21.41,48.88,73.2,59.44
2016-12-20,101.39,109.79,10.89,85.03,107.59,62.57,36.78,77.17,40.84,35.3,21.38,48.92,72.84,59.44
2016-12-21,101.4,110.15,10.9,85.22,107.71,62.25,36.78,76.99,40.22,35.19,21.41,48.94,73.18,59.44
2016-12-22,101.42,109.92,10.86,84.95,107.72,61.73,36.38,76.29,40.14,34.86,21.5,49.0,72.85,59.47
2016-12-23,101.41,110.09,10.9,85.02,107.83,62.03,36.46,76.39,40.2,35.03,21.46,49.02,72.96,59.48
2016-12-27,101.44,109.99,10.97,84.98,107.8,62.29,36.41,76.49,40.28,35.2,21.52,49.01,72.68,59.4
2016-12-28,101.3,110.14,10.99,85.2,108.07,61.62,36.34,75.89,40.04,35.42,21.31,49.1,73.22,59.48
2016-12-29,101.31,110.4,11.14,85.42,108.25,61.73,36.47,75.98,40.49,35.97,21.24,49.1,73.48,59.56
2016-12-30,101.33,110.22,11.08,85.7,108.18,61.48,36.54,75.77,41.04,35.78,21.18,49.16,73.69,59.66
2017-01-03,101.31,110.6,11.16,85.62,108.08,61.9,36.77,76.17,41.14,36.17,21.46,49.16,73.88,59.62
2017-01-04,101.31,111.29,11.21,85.9,108.3,62.92,37.22,76.39,41.73,36.5,21.45,49.18,74.16,59.67
2017-01-05,101.33,112.15,11.38,86.24,108.51,62.31,37.55,76.22,41.81,36.88,21.37,49.24,75.23,59.78
2017-01-06,101.33,112.09,11.3,85.81,108.35,62.16,37.4,76.24,41.86,36.73,21.39,49.16,74.52,59.69
2017-01-09,101.35,111.96,11.38,86.01,108.62,61.73,37.31,75.76,41.47,36.67,21.04,49.19,75.13,59.79
2017-01-10,101.36,111.78,11.44,86.08,108.59,62.26,37.35,75.63,41.04,36.87,20.85,49.16,75.05,59.79
2017-01-11,101.34,111.89,11.46,86.14,108.92,62.37,37.61,75.85,40.73,37.19,21.09,49.23,75.32,59.79
2017-01-12,101.35,112.11,11.51,86.18,109.26,61.97,37.64,75.69,40.9,37.28,21.0,49.26,75.22,59.83
2017-01-13,101.36,112.16,11.55,86.01,109.16,62.38,37.78,75.76,40.81,37.24,20.93,49.23,74.82,59.78
2017-01-17,101.4,112.62,11.71,86.31,109.23,61.69,37.68,75.55,41.14,37.2,21.05,49.3,75.62,59.92
2017-01-18,101.4,111.83,11.6,85.93,108.99,61.93,37.51,75.67,41.24,37.06,21.0,49.2,74.63,59.72
2017-01-19,101.39,111.56,11.59,85.69,108.54,61.44,37.44,75.39,40.81,36.96,20.84,49.21,74.17,59.65
2017-01-20,101.43,111.7,11.62,85.79,108.33,61.74,37.62,75.7,41.12,37.02,20.97,49.27,74.02,59.69
2017-01-23,101.43,112.23,11.7,86.15,108.45,61.58,37.7,75.42,41.41,37.53,20.71,49.27,74.73,59.85
2017-01-24,101.44,111.86,11.65,85.87,108.31,62.43,37.86,75.85,41.39,37.8,20.95,49.29,74.23,59.72
2017-01-25,101.45,111.73,11.56,85.63,108.14,63.02,38.23,76.48,41.11,38.13,21.09,49.26,73.44,59.59
2017-01-26,101.48,111.64,11.44,85.78,108.15,62.83,38.11,76.32,41.02,37.97,21.08,49.26,73.64,59.68
2017-01-27,101.49,111.97,11.46,85.88,108.31,62.56,38.02,76.31,40.59,38.01,20.87,49.31,73.87,59.69
2017-01-30,101.48,111.72,11.52,85.74,108.31,61.8,37.75,75.83,40.33,37.82,20.48,49.32,73.68,59.71
2017-01-31,101.52,112.13,11.67,86.01,108.46,62.11,37.88,75.74,40.66,37.84,20.48,49.39,74.12,59.81
2017-02-01,101.39,111.71,11.64,85.61,108.09,62.05,38.01,75.39,40.14,37.92,20.33,49.39,73.52,59.66
2017-02-02,101.41,112.04,11.7,85.68,108.25,61.94,38.07,75.55,40.59,38.05,20.44,49.4,73.54,59.7
2017-02-03,101.42,112.69,11.74,85.79,108.21,62.79,38.23,76.13,40.82,38.29,20.64,49.4,73.48,59.71
2017-02-06,101.44,112.69,11.9,86.12,108.39,62.34,37.95,75.96,40.75,38.2,20.45,49.45,74.01,59.85
2017-02-07,101.45,112.55,11.87,86.23,108.47,62.07,37.92,75.91,40.53,38.06,20.14,49.39,74.45,59.87
2017-02-08,101.45,112.99,11.94,86.4,108.69,62.1,37.98,75.96,40.9,38.36,20.17,49.37,75.38,59.97
2017-02-09,101.45,112.84,11.86,86.08,108.43,62.84,38.12,76.36,40.99,38.56,20.35,49.34,74.6,59.83
2017-02-10,101.45,113.01,11.89,86.08,108.45,63.29,38.26,76.6,41.29,38.91,20.54,49.35,74.54,59.8
2017-02-13,101.47,113.13,11.81,86.0,108.37,63.43,38.4,77.01,41.3,39.06,20.55,49.3,74.3,59.76
2017-02-14,101.47,113.01,11.82,85.82,108.08,63.68,38.38,77.3,41.11,39.12,20.64,49.24,73.82,59.64
2017-02-15,101.47,112.98,11.87,85.69,107.89,63.96,38.52,77.68,40.93,39.41,20.53,49.3,73.55,59.58
2017-02-16,101.51,112.92,11.93,86.01,108.16,63.82,38.6,77.7,41.21,39.3,20.25,49.34,73.88,59.72
2017-02-17,101.54,112.95,11.89,86.2,108.3,63.82,38.47,77.78,41.32,39.17,20.13,49.37,74.34,59.82
2017-02-21,101.54,113.12,11.9,86.15,108.3,64.31,38.64,78.24,41.87,39.49,20.27,49.38,74.14,59.77
2017-02-22,101.55,113.28,11.91,86.26,108.45,64.02,38.61,78.16,41.71,39.59,19.96,49.42,74.36,59.8
2017-02-23,101.57,113.61,12.03,86.49,108.54,63.62,38.68,78.44,41.94,39.61,20.02,49.42,74.57,59.88
2017-02-24,101.57,113.83,12.09,86.89,108.86,63.61,38.35,78.57,42.08,39.19,19.84,49.51,75.31,60.04
2017-02-27,101.6,113.56,12.04,86.63,108.72,64.15,38.37,78.61,42.33,39.03,20.03,49.44,74.92,59.94
2017-02-28,101.59,113.56,12.04,86.62,108.82,63.32,38.28,78.45,42.06,38.69,19.94,49.41,75.19,59.86
2017-03-01,101.48,113.16,12.04,86.03,108.24,64.34,38.65,79.43,41.93,39.31,20.37,49.3,73.86,59.62
2017-03-02,101.47,112.63,11.89,85.87,108.19,63.61,38.41,79.0,41.74,38.61,20.16,49.26,73.56,59.51
2017-03-03,101.48,113.15,11.88,85.95,108.06,63.61,38.6,79.01,41.55,38.94,20.09,49.37,73.65,59.54
2017-03-06,101.5,113.11,11.8,85.87,108.03,63.19,38.47,78.83,41.38,39.0,20.15,49.35,73.41,59.54
2017-03-07,101.5,113.03,11.71,85.62,108.01,62.75,38.37,78.54,41.18,39.05,19.98,49.32,73.22,59.51
2017-03-08,101.5,112.15,11.63,85.35,107.83,62.36,38.17,78.31,40.54,38.66,19.41,49.21,72.8,59.43
2017-03-09,101.49,111.45,11.57,84.97,107.63,62.11,38.33,78.39,39.84,38.33,19.51,49.18,72.25,59.33
2017-03-10,101.51,111.92,11.59,85.15,107.74,62.33,38.63,78.74,39.66,38.65,19.5,49.21,72.46,59.37
2017-03-13,101.52,111.74,11.59,84.96,107.74,62.49,38.81,78.69,39.71,39.14,19.53,49.12,72.09,59.35
2017-03-14,101.51,111.4,11.54,85.01,107.78,62.18,38.52,78.39,39.7,38.92,19.3,49.13,72.4,59.34
2017-03-15,101.53,112.92,11.74,85.71,108.12,63.09,39.12,79.11,40.55,39.83,19.71,49.32,73.23,59.6
2017-03-16,101.55,112.58,11.81,85.55,108.05,63.2,39.28,78.98,40.48,40.1,19.61,49.31,72.9,59.54
2017-03-17,101.55,113.04,11.82,85.73,108.11,63.35,39.34,78.93,40.65,40.06,19.46,49.33,73.33,59.59
2017-03-20,101.57,113.25,11.88,85.97,108.22,62.84,39.32,78.76,40.45,40.47,19.44,49.36,73.64,59.68
2017-03-21,101.56,113.29,11.98,86.12,108.5,61.31,39.09,77.94,40.3,39.96,19.27,49.41,74.19,59.79
2017-03-22,101.57,113.4,12.02,86.28,108.63,61.26,39.14,77.47,40.25,40.08,19.23,49.42,74.52,59.81
2017-03-23,101.59,113.57,11.99,86.19,108.71,61.57,39.25,77.38,40.56,40.1,19.18,49.42,74.4,59.84
2017-03-24,101.59,113.74,12.01,86.15,108.78,61.67,39.2,77.28,40.53,40.21,19.12,49.38,74.56,59.77
2017-03-27,101.6,113.73,12.08,86.38,108.95,61.69,39.29,77.15,40.12,40.09,19.03,49.44,74.97,59.86
2017-03-28,101.59,113.69,12.04,86.2,108.88,62.16,39.47,77.63,40.28,40.19,19.29,49.4,74.49,59.75
2017-03-29,101.62,114.06,12.07,86.39,109.1,62.45,39.51,77.62,40.42,40.25,19.59,49.48,74.93,59.86
2017-03-30,101.62,113.86,11.97,86.28,108.91,62.85,39.36,77.88,40.56,40.02,19.63,49.41,74.34,59.8
2017-03-31,101.65,113.7,12.01,86.38,108.95,62.98,39.3,77.65,40.78,39.72,19.63,49.47,74.54,59.87
2017-04-03,101.55,113.57,12.07,86.5,108.81,62.37,39.26,77.46,40.87,40.03,19.58,49.56,75.17,59.93
2017-04-04,101.56,113.36,12.09,86.41,108.87,62.31,39.24,77.62,40.86,40.12,19.7,49.53,74.77,59.88
2017-04-05,101.55,113.78,12.1,86.5,108.97,61.69,39.03,77.36,40.93,40.05,19.62,49.58,74.98,59.95
2017-04-06,101.55,113.72,12.05,86.55,109.05,62.3,39.06,77.48,41.15,39.98,19.76,49.55,74.9,59.93
2017-04-07,101.55,113.65,12.08,86.26,109.12,62.26,39.01,77.39,41.15,39.97,19.71,49.48,74.61,59.83
2017-04-10,101.54,113.64,12.08,86.45,109.22,62.46,39.01,77.39,41.48,39.78,19.86,49.5,74.9,59.85
2017-04-11,101.57,113.83,12.24,86.73,109.38,62.82,39.17,77.39,41.75,39.82,19.85,49.53,75.57,60.0
2017-04-12,101.59,114.16,12.34,86.96,109.56,62.09,39.14,77.14,41.68,39.96,19.75,49.56,75.98,60.1
2017-04-13,101.61,114.11,12.4,87.13,109.64,61.42,38.89,76.55,41.57,39.75,19.38,49.6,76.24,60.11
2017-04-17,101.59,114.29,12.35,87.04,109.62,62.12,39.21,77.07,42.07,40.09,19.39,49.51,76.01,60.16
2017-04-18,101.62,114.5,12.41,87.45,109.95,62.14,38.98,76.9,42.17,39.62,19.24,49.53,77.02,60.3
2017-04-19,101.63,114.17,12.31,87.24,109.87,62.33,38.8,76.61,42.11,39.33,18.91,49.47,76.5,60.25
2017-04-20,101.62,114.25,12.33,87.15,109.74,62.99,39.15,77.03,42.1,39.74,19.0,49.49,76.31,60.19
2017-04-21,101.64,114.54,12.37,87.19,109.76,62.79,39.17,76.81,41.95,39.7,18.91,49.5,76.24,60.2
2017-04-24,101.63,114.89,12.29,87.06,109.5,63.58,40.03,77.63,41.46,40.16,19.03,49.49,75.91,60.13
2017-04-25,101.61,114.6,12.16,86.8,109.23,64.14,40.29,78.01,41.66,40.45,19.21,49.45,75.01,60.0
2017-04-26,101.64,114.58,12.22,87.03,109.31,64.33,40.14,77.87,41.26,40.3,19.17,49.45,75.44,60.02
2017-04-27,101.66,114.84,12.18,87.09,109.37,64.26,40.2,77.88,41.11,40.17,18.93,49.44,75.48,60.11
2017-04-28,101.64,115.2,12.21,87.15,109.33,63.49,40.17,77.59,40.68,40.34,18.93,49.46,75.57,60.11
2017-05-01,101.56,114.6,12.09,86.8,108.92,63.77,40.28,77.54,40.98,40.5,18.89,49.45,74.83,60.0
2017-05-02,101.56,115.01,12.1,86.99,109.08,63.56,40.52,77.48,40.92,40.7,18.76,49.43,75.05,60.07
2017-05-03,101.57,114.87,11.92,86.8,109.17,63.18,40.39,77.46,40.37,40.41,18.83,49.37,75.22,59.99
2017-05-04,101.57,114.35,11.81,86.67,109.14,63.04,40.68,77.46,40.35,39.98,18.44,49.28,74.85,59.92
2017-05-05,101.57,114.47,11.82,86.74,109.21,63.52,41.09,77.79,40.62,40.21,18.76,49.32,74.92,59.93
2017-05-08,101.59,114.16,11.8,86.53,109.18,63.27,40.9,77.71,40.34,39.96,18.92,49.28,74.46,59.86
2017-05-09,101.58,114.05,11.73,86.6,109.13,63.16,40.83,77.45,40.14,40.41,18.75,49.24,74.49,59.85
2017-05-10,101.6,114.38,11.74,86.62,109.24,63.53,40.89,77.55,40.49,40.73,19.0,49.29,74.44,59.82
2017-05-11,101.61,114.57,11.77,86.67,109.34,63.17,40.81,77.3,40.29,40.71,18.97,49.36,74.43,59.86
2017-05-12,101.63,114.97,11.81,87.07,109.52,62.82,40.99,77.08,40.04,40.93,18.89,49.33,74.98,60.02
2017-05-15,101.62,115.06,11.85,87.07,109.53,63.27,41.23,77.53,40.17,41.31,19.05,49.32,74.74,59.98
2017-05-16,101.63,115.08,11.89,87.2,109.67,63.25,41.44,77.5,39.88,41.35,18.96,49.33,75.04,60.03
2017-05-17,101.68,115.07,12.12,87.69,110.02,61.69,40.94,76.38,40.06,40.73,18.77,49.41,76.13,60.23
2017-05-18,101.66,114.48,12.02,87.63,110.14,61.88,41.02,76.47,40.32,39.98,18.73,49.38,76.18,60.23
2017-05-19,101.66,114.92,12.08,87.61,110.16,62.27,41.49,76.95,40.58,40.69,19.02,49.42,76.26,60.2
2017-05-22,101.67,114.87,12.12,87.58,110.19,62.69,41.6,77.29,40.66,40.68,18.98,49.41,76.15,60.18
2017-05-23,101.66,114.94,12.05,87.39,110.3,62.83,41.56,77.51,40.72,40.66,18.98,49.39,75.65,60.11
2017-05-24,101.66,115.38,12.1,87.58,110.34,62.84,41.65,77.58,41.02,40.8,18.9,49.41,76.01,60.18
2017-05-25,101.66,115.29,12.09,87.56,110.36,62.88,41.64,77.86,40.99,41.01,18.51,49.38,76.07,60.17
2017-05-26,101.66,115.49,12.19,87.62,110.46,62.83,41.53,77.86,40.68,41.11,18.53,49.44,76.17,60.19
2017-05-30,101.72,115.55,12.14,87.72,110.58,62.37,41.46,77.84,40.41,41.04,18.26,49.48,76.52,60.27
2017-05-31,101.7,115.63,12.2,87.82,110.79,62.34,41.54,77.87,40.44,40.74,18.2,49.45,76.74,60.28
2017-06-01,101.57,115.38,12.21,87.58,110.49,63.44,41.82,78.49,40.62,41.04,18.3,49.47,76.54,60.19
2017-06-02,101.6,116.01,12.29,87.83,110.77,63.8,42.22,78.63,40.95,41.17,18.08,49.49,77.4,60.29
2017-06-05,101.62,115.81,12.31,87.78,110.68,63.4,42.04,78.6,40.89,41.17,18.1,49.45,76.93,60.23
2017-06-06,101.58,116.05,12.45,87.94,110.89,63.33,41.94,78.43,40.65,41.2,18.35,49.53,77.35,60.32
2017-06-07,101.59,115.95,12.39,87.83,110.88,63.27,41.91,78.43,41.0,41.17,18.02,49.43,76.99,60.25
2017-06-08,101.61,115.78,12.3,87.7,110.75,63.94,41.85,78.45,40.93,41.25,17.96,49.4,76.85,60.22
2017-06-09,101.62,115.53,12.2,87.59,110.65,64.27,41.7,78.93,41.21,40.97,18.4,49.42,76.7,60.16
2017-06-12,101.63,115.52,12.17,87.65,110.63,64.23,41.57,79.17,41.64,40.82,18.55,49.37,76.71,60.19
2017-06-13,101.63,115.7,12.19,87.73,110.6,64.64,41.93,79.31,41.71,41.01,18.7,49.36,76.72,60.16
2017-06-14,101.65,115.95,12.12,88.11,110.76,64.3,41.88,79.33,41.78,40.98,18.31,49.26,77.82,60.32
2017-06-15,101.66,115.58,12.07,87.93,110.63,63.92,41.43,79.31,42.05,40.62,18.1,49.17,77.72,60.22
2017-06-16,101.67,115.57,12.07,88.0,110.7,63.78,41.8,79.53,41.93,40.75,18.29,49.22,77.84,60.26
2017-06-19,101.67,115.45,11.98,87.79,110.63,64.09,41.95,79.87,41.67,41.02,18.17,49.15,77.68,60.19
2017-06-20,101.71,114.91,11.95,87.98,110.72,63.43,41.57,79.38,41.57,40.53,17.96,49.15,78.34,60.22
2017-06-21,101.69,114.67,11.98,87.92,110.71,63.18,41.05,79.03,41.49,40.43,17.63,49.17,78.63,60.25
2017-06-22,101.7,114.92,12.03,88.02,110.75,63.42,41.13,79.01,41.52,40.58,17.61,49.23,78.73,60.28
2017-06-23,101.69,115.3,12.08,88.04,110.81,63.85,41.22,78.57,41.68,40.73,17.8,49.23,78.63,60.26
2017-06-26,101.7,115.51,11.96,88.12,110.85,63.99,41.3,78.69,41.89,41.16,17.76,49.28,78.92,60.31
2017-06-27,101.7,114.91,12.02,87.83,110.71,63.44,41.29,78.13,41.58,40.73,17.74,49.25,78.17,60.23
2017-06-28,101.73,115.04,12.03,87.85,110.57,64.33,41.66,78.56,41.65,40.97,17.85,49.31,77.8,60.21
2017-06-29,101.73,114.5,11.96,87.64,110.2,63.91,41.24,78.02,41.29,40.51,17.88,49.27,77.42,60.11
2017-06-30,101.72,114.36,11.94,87.53,110.12,63.91,41.32,78.16,41.21,40.83,17.98,49.23,77.08,60.04
2017-07-03,101.64,113.55,11.73,87.14,109.86,64.37,41.24,78.5,41.83,41.02,18.31,49.23,76.61,59.88
2017-07-05,101.63,113.45,11.79,87.22,109.99,64.17,41.26,78.49,41.2,40.95,17.95,49.24,76.69,59.92
2017-07-06,101.64,112.83,11.77,87.18,109.92,63.34,41.01,77.84,40.41,40.5,17.71,49.19,76.11,59.88
2017-07-07,101.62,112.9,11.65,87.09,109.85,63.93,41.08,78.12,40.59,40.61,17.68,49.17,75.77,59.85
2017-07-10,101.67,113.4,11.67,87.2,109.89,63.71,41.15,78.07,40.18,40.9,17.76,49.17,75.78,59.91
2017-07-11,101.65,113.51,11.69,87.32,109.93,63.86,41.28,77.94,40.12,41.19,17.88,49.2,75.95,59.93
2017-07-12,101.66,114.18,11.73,87.58,110.09,64.36,41.65,78.43,40.57,41.97,17.9,49.23,76.39,60.02
2017-07-13,101.66,114.19,11.71,87.51,110.08,64.46,41.77,78.52,40.64,42.09,18.0,49.22,76.0,59.97
2017-07-14,101.7,114.48,11.81,87.7,110.36,64.62,42.07,78.84,41.03,42.52,18.1,49.24,76.07,60.03
2017-07-17,101.69,114.52,11.86,87.72,110.37,64.77,42.0,78.84,41.39,42.3,18.1,49.25,76.28,60.06
2017-07-18,101.71,114.85,11.95,88.0,110.57,64.59,42.09,78.81,41.33,42.37,18.02,49.3,76.97,60.17
2017-07-19,101.69,114.98,11.93,87.94,110.72,65.25,42.29,79.15,41.6,42.78,18.29,49.32,76.93,60.13
2017-07-20,101.69,115.02,11.95,88.02,110.85,65.25,42.43,79.31,41.39,42.69,18.21,49.3,77.12,60.16
2017-07-21,101.72,115.29,12.06,88.21,110.93,65.02,42.32,79.16,41.36,42.6,18.02,49.3,77.45,60.2
2017-07-24,101.71,115.06,12.08,88.12,110.94,65.14,42.24,78.93,41.28,42.76,17.96,49.29,77.17,60.19
2017-07-25,101.72,114.72,12.03,87.76,110.78,65.69,42.27,79.19,41.35,42.69,18.23,49.26,76.29,60.06
2017-07-26,101.74,115.34,12.12,88.09,110.9,65.38,42.54,79.17,41.64,43.0,18.25,49.33,76.4,60.13
2017-07-27,101.73,115.17,12.11,87.95,110.8,64.98,42.38,79.52,41.72,42.78,18.42,49.35,76.01,60.13
2017-07-28,101.75,115.17,12.21,88.11,110.82,64.8,42.42,79.28,41.6,42.94,18.38,49.36,76.49,60.17
2017-07-31,101.76,115.26,12.22,88.13,110.87,64.64,42.51,79.42,41.56,43.01,18.41,49.36,76.49,60.18
2017-08-01,101.67,114.94,12.21,88.09,110.72,64.78,42.75,79.52,41.78,43.19,18.39,49.4,76.81,60.15
2017-08-02,101.66,,12.17,88.01,110.77,64.17,42.73,79.4,41.4,43.29,18.3,49.36,76.89,60.14
2017-08-03,101.69,115.5,12.2,88.11,111.0,63.93,42.67,79.38,41.27,43.13,18.02,49.37,77.65,60.23
2017-08-04,101.67,115.23,12.11,87.91,110.88,64.22,42.73,79.5,41.44,43.24,18.14,49.4,76.98,60.16
